Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
283.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
283.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
284.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
284.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
285.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
285.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
286.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
286.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
287.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
287.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
287.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
288.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
288.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
289.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
289.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
290.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
290.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
291.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
291.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
292.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
292.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
293.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
293.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
293.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
294.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
294.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
295.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
295.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
296.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
296.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
297.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
297.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
298.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
298.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
299.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
299.58,6.58,6.84,6.92,8.39,7.01,8.65,7.88,7.79,6.40,7.01,7.62,7.70,7.36,7.10,7.96,7.62,8.05,8.22,7.70,7.62,7.18,7.62,7.18,6.66,5.89,6.49,6.06,6.06,6.66,6.06,
300.04,7.18,7.18,7.80,8.77,7.18,8.95,8.59,8.59,7.26,7.62,8.33,8.06,7.80,7.80,8.15,8.77,8.77,8.50,8.42,8.42,7.71,8.06,7.97,7.35,6.56,7.18,7.00,6.64,7.09,6.82,
300.51,8.00,8.09,8.64,9.00,7.82,9.55,9.09,9.28,8.09,8.82,9.09,8.73,8.28,8.55,8.73,9.55,9.91,9.28,8.91,9.09,7.82,8.82,8.73,8.09,7.37,7.91,7.37,7.55,7.55,8.00,
300.97,8.89,8.52,8.99,9.73,8.99,10.39,9.73,9.73,8.89,10.02,9.83,9.55,9.36,9.36,9.55,10.48,10.86,10.67,10.20,9.73,8.61,9.64,9.36,8.52,8.24,8.52,7.96,8.80,8.42,8.70,
301.44,10.33,9.28,10.04,10.52,9.37,11.09,10.71,10.42,10.14,10.71,10.71,9.75,10.23,10.23,9.94,11.76,11.57,11.19,11.28,10.81,9.47,10.52,10.61,9.37,9.37,9.18,9.18,9.47,8.80,9.47,
301.90,11.51,10.42,11.41,11.11,10.32,12.10,12.00,11.51,11.31,12.30,11.90,11.11,11.21,11.41,10.81,13.19,12.90,12.30,12.10,12.00,10.32,11.51,11.70,10.71,10.71,10.42,10.02,10.71,9.62,10.91,
302.37,12.38,11.77,12.59,12.28,11.88,12.99,12.99,12.18,12.69,13.91,12.89,12.08,12.59,12.59,11.98,14.31,13.91,13.81,13.30,12.69,11.37,12.79,12.49,11.67,11.88,11.37,10.96,12.08,10.66,11.67,
302.83,14.44,12.99,13.61,13.82,12.89,14.23,14.23,12.89,14.34,15.06,14.34,12.99,13.72,13.92,12.68,15.99,14.54,14.85,14.54,14.03,12.79,13.92,14.03,12.79,13.20,12.27,12.38,13.10,11.14,12.68,
303.30,16.05,14.67,15.31,14.99,14.04,15.62,15.83,14.57,16.05,16.47,15.62,14.67,15.31,15.41,13.93,17.63,15.94,16.26,15.94,15.52,14.25,15.52,15.62,14.67,15.10,13.62,13.72,14.25,12.14,14.25,
303.77,17.35,16.27,16.92,16.49,15.84,16.92,17.02,16.05,17.89,18.21,16.49,16.49,16.92,17.13,15.62,18.64,17.56,18.21,17.45,16.70,16.05,17.24,16.92,15.84,16.81,14.98,15.19,15.73,13.68,15.62,
304.23,19.36,17.94,18.49,18.27,17.50,18.49,18.81,17.50,19.47,19.58,18.60,17.83,18.49,18.71,16.85,20.46,18.38,19.58,18.92,18.81,18.27,18.92,18.71,17.17,18.49,16.19,17.17,17.39,14.66,16.74,
304.70,21.04,19.72,20.49,19.50,18.84,20.16,20.71,19.17,21.26,20.71,19.83,19.61,19.61,20.05,18.73,22.14,19.50,21.04,20.27,20.60,20.16,20.71,20.49,19.06,20.82,17.52,18.84,18.29,16.08,18.07,
305.16,22.73,22.06,21.95,21.17,20.72,21.95,22.28,20.94,23.17,22.61,20.94,21.50,21.39,21.72,20.72,23.28,21.39,22.95,21.83,21.72,22.06,22.61,22.39,20.16,22.39,19.16,20.50,19.72,17.71,19.61,
305.63,24.46,23.57,23.34,23.12,22.67,23.90,24.01,22.56,24.80,24.13,23.01,23.01,23.01,23.57,22.56,24.91,22.45,24.13,23.46,23.90,24.57,24.57,24.24,21.67,24.13,21.00,22.12,21.22,19.21,20.66,
306.09,26.15,25.59,25.59,25.03,24.36,25.70,26.03,24.47,26.59,25.36,24.69,24.69,24.13,25.47,24.69,26.82,24.02,25.81,25.14,25.81,26.70,26.59,26.15,23.80,26.03,22.79,24.02,22.46,20.78,22.01,
306.56,28.11,28.33,27.44,26.77,26.66,27.55,28.00,27.10,28.67,27.22,26.43,27.22,26.43,27.44,26.88,28.33,26.21,28.00,26.66,27.55,28.78,28.89,28.33,25.76,27.55,24.98,25.76,24.08,22.51,23.74,
307.03,29.81,30.03,29.14,29.14,28.92,29.81,29.70,29.14,30.37,29.03,28.69,29.03,28.36,29.47,29.14,30.14,27.80,29.81,29.03,29.70,31.48,31.37,30.14,27.80,29.36,26.79,27.69,25.90,24.45,24.90,
307.49,31.99,32.21,31.32,31.21,30.54,31.99,31.88,30.99,32.33,30.99,30.65,31.32,30.32,31.77,31.55,32.44,29.87,31.77,31.21,32.21,34.11,33.33,32.77,30.43,31.32,29.09,29.65,27.42,26.42,26.64,
307.96,33.96,34.84,33.63,33.29,32.41,34.40,34.51,33.74,34.29,33.07,32.63,34.18,32.41,33.74,33.85,33.96,32.19,33.63,33.07,34.40,36.39,35.51,34.73,32.63,33.18,31.41,31.30,28.87,28.10,28.54,
308.42,35.67,37.21,36.00,36.11,35.11,36.99,36.88,36.22,36.44,35.78,35.11,36.55,34.78,36.44,36.88,36.11,34.67,35.89,35.45,36.88,39.31,38.32,36.88,34.78,34.89,33.79,33.35,30.92,30.48,30.03,
308.89,38.15,39.47,38.37,38.81,37.27,39.69,39.25,38.26,38.59,38.15,37.82,38.70,37.71,38.70,39.14,38.92,37.05,38.37,37.71,39.47,41.89,40.46,39.36,38.04,36.83,36.06,35.73,32.65,32.32,31.88,
309.35,40.35,41.88,40.79,41.34,39.59,42.43,41.99,41.12,41.01,40.46,40.35,41.67,40.03,41.12,41.99,41.01,39.70,40.79,39.92,41.78,44.51,43.09,41.56,40.90,39.15,38.49,37.62,34.56,34.67,34.23,
309.82,42.57,44.87,43.99,44.65,42.57,45.31,44.76,44.10,43.99,43.99,43.23,44.65,43.44,44.32,45.42,44.10,42.90,43.88,43.01,44.76,47.61,46.52,44.21,43.66,41.25,41.80,39.71,37.41,37.63,36.31,
310.29,45.03,46.67,46.34,47.32,45.14,48.19,47.32,46.23,46.34,46.23,46.12,47.10,46.34,46.78,47.86,46.67,45.36,46.56,45.80,47.75,50.26,48.84,46.45,46.56,43.40,43.73,41.88,39.38,39.49,38.40,
310.75,47.76,49.28,49.17,50.04,47.65,51.13,50.69,49.50,49.50,48.96,48.96,50.37,49.17,49.50,50.69,49.50,48.30,49.61,48.20,50.48,52.97,51.56,49.17,49.61,46.03,46.24,44.72,41.57,41.90,40.81,
311.22,49.70,51.74,51.53,52.18,50.13,53.58,52.82,52.07,52.18,52.07,51.10,52.82,52.07,51.96,53.58,52.07,50.99,52.39,50.77,52.82,55.41,54.44,51.64,51.74,47.86,48.83,46.68,43.87,44.20,42.90,
311.68,52.36,53.65,53.65,54.95,53.01,56.35,55.70,54.19,54.41,54.73,54.09,55.27,54.62,54.62,56.02,54.95,53.76,55.16,53.98,55.59,58.07,56.56,53.76,54.09,50.42,50.96,49.02,46.44,46.33,45.14,
312.15,54.91,56.10,56.31,57.39,55.45,59.00,59.00,57.17,57.60,57.50,56.63,57.71,57.17,57.06,58.68,57.82,56.53,58.14,56.10,58.57,60.62,59.22,56.63,56.63,53.08,53.51,51.90,48.88,48.88,47.48,
312.62,57.14,58.64,58.86,59.61,58.11,61.22,61.22,59.82,60.36,60.46,58.96,60.14,59.93,59.71,61.54,60.57,59.39,61.00,58.43,60.79,62.72,62.29,59.18,58.75,55.00,55.96,53.82,51.14,50.82,49.85,
313.08,59.78,60.53,61.07,62.35,61.28,63.85,63.85,61.92,62.89,63.32,61.71,62.57,62.35,62.35,64.28,63.53,62.03,64.28,61.49,63.53,65.57,64.71,61.60,61.07,57.75,58.28,56.25,54.00,53.03,52.28,
313.55,62.80,63.01,64.19,64.93,63.76,66.33,66.86,64.40,66.00,66.00,64.40,64.93,65.04,65.04,66.75,66.54,64.83,67.18,64.29,66.43,67.82,67.40,64.83,63.65,60.33,60.76,59.05,56.38,54.99,54.67,
314.01,65.50,65.82,66.89,67.21,66.57,69.02,69.67,67.10,69.02,69.24,66.67,67.42,67.74,67.64,69.45,69.35,67.96,70.09,67.10,69.24,69.99,70.41,67.85,65.93,63.04,63.36,61.44,58.98,57.06,57.16,
314.48,68.16,68.48,69.33,70.08,70.08,71.68,72.65,69.55,71.90,72.32,68.91,69.87,70.40,70.30,72.32,72.11,70.51,73.29,70.30,71.79,72.97,73.18,70.30,68.05,65.70,65.92,64.10,61.75,59.29,59.40,
314.95,71.58,71.37,72.01,73.18,72.65,74.68,75.64,72.01,74.89,75.00,71.90,71.79,73.08,73.18,74.79,75.32,73.29,75.96,73.08,74.79,75.53,75.75,73.50,70.62,68.59,68.38,67.41,63.89,60.58,61.97,
315.41,74.66,74.34,75.30,76.05,75.52,77.55,78.94,74.98,77.98,78.19,74.87,74.77,76.05,76.05,77.55,78.30,76.69,78.62,75.73,77.98,77.98,78.83,76.48,73.70,71.34,71.45,69.85,66.64,62.79,64.82,
315.88,77.66,77.23,78.09,79.15,78.94,80.43,81.50,77.55,80.86,81.29,77.45,77.23,78.94,78.83,80.33,81.07,79.15,81.71,79.15,80.75,80.86,81.50,79.15,76.06,74.14,73.82,72.22,69.66,65.39,66.99,
316.34,81.95,81.09,81.63,83.34,81.95,84.20,85.27,80.88,84.63,84.52,80.88,80.23,82.49,82.27,83.45,85.27,82.81,85.17,82.70,84.42,84.63,84.95,82.81,79.80,77.87,77.01,75.94,72.40,68.00,69.94,
316.81,85.54,84.36,85.65,86.72,85.11,87.69,88.87,84.36,88.23,87.91,84.15,83.50,85.87,85.54,86.40,88.55,86.19,88.01,85.65,87.69,87.69,88.33,85.97,83.18,81.36,80.18,78.78,75.24,70.73,73.20,
317.28,88.24,87.49,88.56,89.63,88.89,90.49,91.35,87.28,91.24,91.02,86.75,86.53,88.89,88.56,89.53,91.24,88.78,91.24,89.10,90.17,90.81,91.56,88.56,85.68,83.75,82.57,81.18,77.76,73.16,75.52,
317.74,92.06,90.77,91.85,93.45,92.06,94.21,94.96,90.56,94.64,93.88,90.13,89.38,92.17,91.42,92.38,94.96,91.74,94.31,92.49,93.99,94.64,94.74,92.06,88.73,87.12,85.41,84.44,80.36,75.86,78.22,
318.21,95.31,94.02,95.20,96.17,94.88,97.35,98.00,93.91,98.00,96.49,93.05,92.19,94.67,94.24,95.53,98.00,94.77,97.14,95.20,97.14,97.89,97.67,94.99,92.09,90.05,88.00,87.25,82.20,78.44,80.70,
318.67,97.82,97.39,97.82,98.68,97.39,99.54,100.19,96.96,100.51,99.00,95.03,95.03,97.18,96.86,97.93,100.51,97.29,99.76,97.82,99.33,100.72,100.29,97.18,94.17,92.45,90.41,89.56,84.51,80.64,82.36,
319.14,100.23,99.80,99.91,101.30,99.91,101.84,102.16,99.16,102.80,101.09,97.98,97.23,99.16,99.05,99.91,102.91,98.94,101.73,100.12,101.94,103.55,102.59,99.59,96.16,94.34,92.09,91.66,86.63,82.24,83.95,
319.61,103.01,102.80,103.55,103.76,102.26,104.62,104.94,101.94,105.48,103.33,100.76,99.90,101.51,101.72,102.80,105.80,101.51,104.41,102.58,104.51,106.77,105.27,102.58,99.15,97.11,94.21,94.11,88.63,84.77,86.17,
320.07,105.57,106.00,106.33,106.43,104.82,107.18,107.61,105.14,108.26,105.90,103.00,103.11,104.18,104.39,105.25,108.26,103.96,107.18,105.14,106.86,109.33,108.26,105.04,101.18,99.24,96.67,95.81,91.20,87.12,88.09,
320.54,108.07,108.82,108.71,109.46,107.64,109.79,109.68,107.86,110.75,108.71,105.71,105.71,106.35,107.32,108.07,110.64,106.03,109.36,107.86,109.57,112.68,110.75,107.64,103.46,101.64,98.85,98.31,93.38,89.09,89.52,
321.00,110.95,111.70,112.35,112.45,110.41,112.78,112.67,110.41,113.42,111.27,108.59,108.48,109.02,110.41,110.95,113.96,108.70,112.24,110.63,112.13,116.32,114.06,110.74,106.77,104.51,101.83,100.97,95.28,91.42,92.07,
321.47,113.65,115.15,115.68,115.26,113.22,115.58,116.00,113.76,116.43,114.40,111.51,112.15,112.05,113.33,114.08,116.54,111.62,115.15,113.54,114.93,119.32,117.18,113.86,109.16,107.12,104.66,103.38,97.92,93.96,94.49,
321.94,116.63,118.98,118.98,119.30,117.38,119.41,119.51,117.27,119.73,118.34,115.45,115.77,115.67,116.95,117.70,120.37,114.70,118.77,117.16,118.98,123.47,121.12,117.59,112.57,110.21,108.08,106.37,101.02,97.28,97.07,
322.40,121.20,123.22,123.01,123.65,120.88,124.19,123.97,121.09,123.76,121.94,119.49,119.70,120.02,121.09,121.84,124.93,118.63,122.69,121.41,123.22,127.71,125.36,121.62,117.03,113.93,112.23,110.09,104.32,100.48,100.16,
322.87,125.50,128.17,128.07,128.81,125.29,129.46,129.24,126.36,128.81,127.00,124.43,125.29,124.75,126.25,126.57,129.56,123.79,127.21,125.82,128.07,132.56,130.53,126.36,122.08,118.55,116.52,114.38,108.40,104.66,104.44,
323.34,129.97,133.07,133.17,134.35,130.72,134.67,134.35,131.36,133.92,132.75,129.86,130.93,130.39,131.46,132.00,134.67,128.58,132.32,131.04,133.28,137.66,136.27,131.25,126.76,122.81,121.52,118.64,113.29,109.02,108.16,
323.80,135.04,137.81,137.81,139.63,136.00,140.37,139.63,136.11,138.99,137.81,134.93,135.79,135.79,136.21,137.17,140.05,133.33,137.39,136.11,138.35,143.04,141.33,136.32,131.84,127.47,126.29,122.99,117.44,113.17,112.64,
324.27,141.06,143.52,143.52,145.76,141.60,146.94,146.09,142.77,145.44,143.63,140.85,142.24,141.70,142.13,143.41,145.87,139.14,143.09,141.38,144.05,148.97,147.26,142.02,137.64,133.15,131.77,128.24,121.93,117.87,117.66,
324.73,146.66,149.43,149.01,151.67,147.30,152.64,151.57,148.69,151.67,149.86,146.12,148.15,147.83,148.37,149.54,152.00,144.95,148.90,147.30,150.07,154.77,153.70,147.19,142.50,138.23,137.48,133.21,127.13,122.96,122.00,
325.20,152.36,154.39,154.07,157.79,153.22,158.64,157.58,154.17,157.05,155.45,151.94,153.75,153.85,153.75,155.45,157.68,150.88,154.71,152.79,155.88,160.45,159.28,152.68,148.64,143.21,142.68,138.43,131.83,127.68,126.72,
325.67,158.46,160.27,160.16,163.35,158.67,164.73,164.19,160.27,163.66,161.11,158.03,159.95,159.73,159.52,161.43,163.56,156.65,160.90,158.35,161.96,166.43,165.36,158.57,154.64,149.11,148.16,144.02,137.22,132.76,132.01,
326.13,164.31,166.32,166.00,168.87,164.20,170.78,170.14,167.06,170.03,167.91,163.56,166.43,165.79,165.26,167.81,169.82,162.71,167.17,164.73,168.12,172.26,171.62,164.20,160.17,154.44,154.12,149.14,142.45,137.79,137.15,
326.60,169.68,171.16,171.27,174.87,170.10,176.78,176.04,172.33,175.51,173.39,169.47,171.80,171.38,170.95,173.49,175.72,168.30,172.96,170.10,173.92,177.94,177.10,169.15,165.34,159.72,159.09,153.79,147.44,142.25,141.82,
327.07,174.56,175.82,176.14,179.20,173.92,181.10,180.99,177.30,180.78,177.93,173.61,175.72,175.72,175.29,178.04,179.83,172.55,177.83,174.35,178.46,182.78,181.73,173.71,169.70,163.69,162.95,158.21,151.35,145.76,145.55,
327.53,179.28,180.54,181.07,183.39,178.75,185.60,185.60,181.59,185.07,182.96,177.80,179.80,180.33,179.80,182.75,184.86,177.48,182.75,178.43,182.65,187.39,186.44,178.43,173.79,167.89,167.58,161.89,155.35,149.34,149.45,
328.00,183.03,183.98,184.29,186.82,182.72,189.02,189.44,184.61,188.71,186.92,181.35,183.35,183.56,183.14,186.40,188.50,181.14,186.71,182.19,186.08,191.23,189.97,181.56,176.62,171.58,170.85,165.28,158.87,151.83,152.56,
328.47,186.82,187.13,187.55,190.27,185.04,192.05,192.68,187.55,192.26,189.75,183.99,185.25,186.40,186.09,189.22,191.94,184.31,189.85,185.14,189.33,194.45,193.09,184.94,180.02,174.58,173.74,168.62,161.09,154.08,155.12,
328.93,190.27,190.07,191.00,193.09,188.29,195.59,196.22,190.69,195.39,192.99,187.14,188.08,189.65,189.33,192.67,194.97,188.08,193.19,187.87,192.05,197.05,196.43,188.08,183.18,177.65,176.92,171.29,163.46,156.58,158.04,
329.40,192.48,193.31,194.04,195.91,191.44,198.31,199.14,192.90,198.31,196.33,189.67,190.40,192.58,192.27,195.29,197.79,190.71,196.33,191.13,194.98,200.39,199.24,190.50,185.41,180.31,179.06,173.86,166.68,159.39,160.12,
329.87,195.34,195.66,196.48,198.66,193.48,200.94,201.88,194.83,201.15,198.87,192.54,192.13,195.24,194.62,197.31,200.42,193.37,198.87,193.27,197.42,202.50,201.77,193.58,187.98,182.18,181.14,176.37,168.28,160.92,162.16,
330.33,197.33,197.43,198.67,200.01,195.47,202.90,203.72,196.50,203.00,200.73,194.54,193.71,196.60,196.71,198.46,202.28,195.57,200.63,195.26,198.67,203.93,203.31,195.16,189.48,184.12,182.77,177.72,169.77,162.24,164.40,
330.80,199.35,200.18,200.90,202.03,198.12,204.60,205.63,198.01,205.12,203.06,196.06,195.24,199.04,198.53,200.38,204.50,197.60,202.75,197.60,200.48,205.94,205.12,197.09,190.81,185.97,184.53,179.69,171.56,163.95,165.80,
331.26,201.02,201.84,202.45,204.09,199.79,206.14,206.97,199.17,206.97,204.50,197.73,195.68,200.61,200.09,201.73,206.45,199.48,203.89,198.97,202.25,207.38,206.55,198.86,192.30,187.38,185.53,181.63,172.71,165.02,166.76,
331.73,202.24,203.05,203.87,204.89,200.71,207.24,208.05,200.30,207.95,205.40,198.77,196.83,201.11,200.91,202.44,206.93,200.50,204.69,199.58,203.46,207.64,207.44,199.99,193.36,188.36,186.11,182.54,173.16,166.01,167.75,
332.20,203.73,204.75,205.67,205.97,202.41,208.72,209.03,201.59,209.33,206.99,199.97,198.74,202.51,202.41,204.14,208.62,201.80,206.28,201.49,204.55,208.93,208.31,201.09,194.47,189.68,186.93,183.68,174.61,166.98,168.91,
332.66,204.28,205.39,206.00,207.22,203.16,209.14,209.65,202.35,209.96,207.42,201.14,199.31,203.06,203.06,204.18,209.25,202.25,206.10,202.45,205.29,209.55,208.74,201.95,195.05,190.09,186.84,184.61,175.18,167.38,169.30,
